Date,Channel,Campaign,Region,Audience,Budget,Impressions,Clicks,Conversions,Revenue,CTR,CVR,CPC,ROAS,ROI,Month,Month_Num,Quarter
2024-12-17,Influencer,Brand Awareness,East,35-44,7263,369456,30818,1605,309852.47,8.34,5.21,0.24,42.66,4166.2,Dec,12,Q4
2024-12-17,Email,New Year,East,35-44,2993,472994,73833,6148,1136442.11,15.61,8.33,0.04,379.7,37870.0,Dec,12,Q4
2024-12-17,Email,Brand Awareness,North,55+,2362,620650,91283,7366,1007734.61,14.71,8.07,0.03,426.64,42564.5,Dec,12,Q4
2024-12-17,Google Ads,Brand Awareness,Central,45-54,5950,1731195,93119,5539,1103495.32,5.38,5.95,0.06,185.46,18446.1,Dec,12,Q4
2024-12-18,Social Media,New Year,North,35-44,3237,614099,36033,1453,147160.43,5.87,4.03,0.09,45.46,4446.2,Dec,12,Q4
2024-12-18,Social Media,Brand Awareness,South,55+,5499,443545,30910,1380,195850.92,6.97,4.46,0.18,35.62,3461.6,Dec,12,Q4
2024-12-18,Google Ads,Black Friday,Central,55+,2333,492997,17498,820,72605.8,3.55,4.69,0.13,31.12,3012.1,Dec,12,Q4
2024-12-19,Influencer,Brand Awareness,North,35-44,16394,4090529,316417,14722,1369175.34,7.74,4.65,0.05,83.52,8251.7,Dec,12,Q4
2024-12-19,Social Media,Brand Awareness,East,35-44,1840,403637,29168,1094,131823.11,7.23,3.75,0.06,71.64,7064.3,Dec,12,Q4
2024-12-19,Email,Brand Awareness,East,18-24,780,87412,13230,1010,128513.13,15.14,7.63,0.06,164.76,16376.0,Dec,12,Q4
2024-12-19,Email,Spring Launch,West,35-44,1032,297740,38361,3100,641444.91,12.88,8.08,0.03,621.56,62055.5,Dec,12,Q4
2024-12-19,Google Ads,New Year,East,25-34,13081,2453011,99090,5309,1178293.3,4.04,5.36,0.13,90.08,8907.7,Dec,12,Q4
2024-12-20,Google Ads,Black Friday,Central,55+,14851,3093968,103112,5328,366815.24,3.33,5.17,0.14,24.7,2370.0,Dec,12,Q4
2024-12-21,Google Ads,Spring Launch,West,18-24,12488,2873218,110005,6914,1724535.08,3.83,6.29,0.11,138.1,13709.5,Dec,12,Q4
2024-12-22,Social Media,New Year,North,55+,2267,170533,11029,514,30137.09,6.47,4.66,0.21,13.29,1229.4,Dec,12,Q4
2024-12-22,Social Media,Summer Sale,North,45-54,2076,556792,38161,1792,410534.82,6.85,4.7,0.05,197.75,19675.3,Dec,12,Q4
2024-12-22,Google Ads,Black Friday,West,35-44,2857,651165,21063,1373,240241.31,3.23,6.52,0.14,84.09,8308.9,Dec,12,Q4
2024-12-22,SEO,Black Friday,Central,35-44,4080,719847,35670,2121,271731.29,4.96,5.95,0.11,66.6,6560.1,Dec,12,Q4
2024-12-22,Email,Black Friday,South,35-44,2260,642495,99632,7765,1388524.97,15.51,7.79,0.02,614.39,61339.2,Dec,12,Q4
2024-12-22,Email,New Year,Central,18-24,2314,271005,41695,3159,410029.52,15.39,7.58,0.06,177.2,17619.5,Dec,12,Q4
2024-12-23,Social Media,Summer Sale,Central,25-34,2839,288774,19782,1018,233417.82,6.85,5.15,0.14,82.22,8121.8,Dec,12,Q4
2024-12-23,SEO,Spring Launch,Central,45-54,2675,465585,30881,2264,257263.93,6.63,7.33,0.09,96.17,9517.3,Dec,12,Q4
2024-12-24,Email,New Year,North,18-24,2448,718685,100865,8804,1736869.3,14.03,8.73,0.02,709.51,70850.5,Dec,12,Q4
2024-12-25,Google Ads,New Year,Central,55+,8859,1239217,47363,2968,289204.45,3.82,6.27,0.19,32.65,3164.5,Dec,12,Q4
2024-12-25,Social Media,Summer Sale,North,55+,3925,205653,11207,420,44380.77,5.45,3.75,0.35,11.31,1030.7,Dec,12,Q4
2024-12-25,Social Media,Brand Awareness,East,25-34,5899,1571786,85479,3649,490585.4,5.44,4.27,0.07,83.16,8216.4,Dec,12,Q4
2024-12-25,Email,Summer Sale,East,55+,749,49014,8033,669,155165.05,16.39,8.33,0.09,207.16,20616.3,Dec,12,Q4
2024-12-25,Google Ads,Black Friday,West,25-34,14555,3256527,177384,10023,1831598.99,5.45,5.65,0.08,125.84,12484.0,Dec,12,Q4
2024-12-25,Google Ads,Black Friday,West,18-24,8770,1862661,67257,4247,821776.27,3.61,6.31,0.13,93.7,9270.3,Dec,12,Q4
2024-12-26,Google Ads,Spring Launch,Central,45-54,8797,2030166,66700,3863,529343.34,3.29,5.79,0.13,60.17,5917.3,Dec,12,Q4
2024-12-26,Social Media,New Year,South,25-34,5058,1265885,56875,2882,616693.76,4.49,5.07,0.09,121.92,12092.4,Dec,12,Q4
2024-12-27,SEO,Brand Awareness,West,35-44,3171,885421,50737,3362,723377.01,5.73,6.63,0.06,228.12,22712.3,Dec,12,Q4
2024-12-27,SEO,Summer Sale,West,55+,2008,170987,7415,548,37713.12,4.34,7.39,0.27,18.78,1778.1,Dec,12,Q4
2024-12-27,Google Ads,Summer Sale,North,35-44,14244,903109,30452,1820,183854.78,3.37,5.98,0.47,12.91,1190.8,Dec,12,Q4
2024-12-28,Google Ads,Brand Awareness,East,25-34,4385,1147962,52890,3456,580106.21,4.61,6.53,0.08,132.29,13129.3,Dec,12,Q4
2024-12-28,SEO,Brand Awareness,North,55+,1499,141832,6168,456,74637.87,4.35,7.39,0.24,49.79,4879.2,Dec,12,Q4
2024-12-28,SEO,Black Friday,South,18-24,1236,94105,4412,315,32326.08,4.69,7.14,0.28,26.15,2515.4,Dec,12,Q4
2024-12-28,Google Ads,Spring Launch,South,55+,12748,3522296,136792,8285,1883996.55,3.88,6.06,0.09,147.79,14678.8,Dec,12,Q4
2024-12-30,Email,Spring Launch,Central,55+,3000,681275,108583,9047,497180.64,15.94,8.33,0.03,165.73,16472.7,Dec,12,Q4
